metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags,metadata
http_req_sending,1784003714,1.610900,,,,true,,GET,https://airportgap.com/api/airports,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports,,
http_req_waiting,1784003714,188.152800,,,,true,,GET,https://airportgap.com/api/airports,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports,,
http_req_receiving,1784003714,174.320800,,,,true,,GET,https://airportgap.com/api/airports,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports,,
http_req_failed,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports,,
http_reqs,1784003714,1.000000,,,,true,,GET,https://airportgap.com/api/airports,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports,,
http_req_duration,1784003714,363.948200,,,,true,,GET,https://airportgap.com/api/airports,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports,,
http_req_blocked,1784003714,645.748100,,,,true,,GET,https://airportgap.com/api/airports,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports,,
http_req_connecting,1784003714,203.396200,,,,true,,GET,https://airportgap.com/api/airports,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports,,
http_req_tls_handshaking,1784003714,255.382100,,,,true,,GET,https://airportgap.com/api/airports,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports,,
http_req_sending,1784003714,1.079700,,,,true,,GET,https://airportgap.com/api/airports,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports,,
http_req_waiting,1784003714,155.983100,,,,true,,GET,https://airportgap.com/api/airports,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports,,
http_req_receiving,1784003714,206.885400,,,,true,,GET,https://airportgap.com/api/airports,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports,,
http_req_failed,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports,,
checks,1784003714,1.000000,status 200,,,,,,,,default,,,,,,,
checks,1784003714,1.000000,menos de 1000ms,,,,,,,,default,,,,,,,
http_reqs,1784003714,1.000000,,,,true,,GET,https://airportgap.com/api/airports,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports,,
http_req_duration,1784003714,363.948200,,,,true,,GET,https://airportgap.com/api/airports,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports,,
http_req_blocked,1784003714,645.748100,,,,true,,GET,https://airportgap.com/api/airports,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports,,
http_req_connecting,1784003714,202.880300,,,,true,,GET,https://airportgap.com/api/airports,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports,,
http_req_tls_handshaking,1784003714,255.382100,,,,true,,GET,https://airportgap.com/api/airports,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports,,
http_req_sending,1784003714,1.079700,,,,true,,GET,https://airportgap.com/api/airports,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports,,
http_req_waiting,1784003714,191.216400,,,,true,,GET,https://airportgap.com/api/airports,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports,,
http_req_receiving,1784003714,171.652100,,,,true,,GET,https://airportgap.com/api/airports,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports,,
http_req_failed,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports,,
checks,1784003714,1.000000,status 200,,,,,,,,default,,,,,,,
checks,1784003714,1.000000,status 200,,,,,,,,default,,,,,,,
checks,1784003714,1.000000,menos de 1000ms,,,,,,,,default,,,,,,,
checks,1784003714,1.000000,menos de 1000ms,,,,,,,,default,,,,,,,
http_reqs,1784003714,1.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_duration,1784003714,189.436100,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_blocked,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_connecting,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_tls_handshaking,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_sending,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_waiting,1784003714,189.436100,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_receiving,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_failed,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
checks,1784003714,1.000000,JFK status 200,,,,,,,,default,,,,,,,
http_reqs,1784003714,1.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_duration,1784003714,205.472100,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_blocked,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_connecting,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_tls_handshaking,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_sending,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_waiting,1784003714,204.387900,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_receiving,1784003714,1.084200,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_failed,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_reqs,1784003714,1.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_duration,1784003714,203.994600,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_blocked,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_connecting,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_tls_handshaking,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_sending,1784003714,0.693900,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_waiting,1784003714,203.300700,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_receiving,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_failed,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
checks,1784003714,1.000000,JFK status 200,,,,,,,,default,,,,,,,
checks,1784003714,1.000000,JFK status 200,,,,,,,,default,,,,,,,
http_reqs,1784003714,1.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_duration,1784003714,199.751800,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_blocked,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_connecting,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_tls_handshaking,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_sending,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_waiting,1784003714,199.751800,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_receiving,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_failed,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_reqs,1784003714,1.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_duration,1784003714,203.300700,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_blocked,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_connecting,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_tls_handshaking,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_sending,1784003714,0.663700,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_waiting,1784003714,202.637000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_receiving,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_failed,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_reqs,1784003714,1.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_duration,1784003714,202.637000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_blocked,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_connecting,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_tls_handshaking,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_sending,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_waiting,1784003714,202.637000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_receiving,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_failed,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
checks,1784003714,1.000000,JFK status 200,,,,,,,,default,,,,,,,
http_reqs,1784003714,1.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_duration,1784003714,202.637000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_blocked,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_connecting,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_tls_handshaking,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_sending,1784003714,0.514100,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_waiting,1784003714,202.122900,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_receiving,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_failed,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
checks,1784003714,1.000000,JFK status 200,,,,,,,,default,,,,,,,
checks,1784003714,1.000000,JFK status 200,,,,,,,,default,,,,,,,
checks,1784003714,1.000000,JFK status 200,,,,,,,,default,,,,,,,
http_reqs,1784003714,1.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_duration,1784003714,199.356900,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_blocked,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_connecting,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_tls_handshaking,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_sending,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_waiting,1784003714,199.356900,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_receiving,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_failed,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
checks,1784003714,1.000000,JFK status 200,,,,,,,,default,,,,,,,
http_reqs,1784003714,1.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_duration,1784003714,199.356900,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_blocked,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_connecting,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_tls_handshaking,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_sending,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_waiting,1784003714,199.356900,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_receiving,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_failed,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
checks,1784003714,1.000000,JFK status 200,,,,,,,,default,,,,,,,
http_reqs,1784003714,1.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_duration,1784003714,199.356900,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_blocked,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_connecting,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_tls_handshaking,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_sending,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_waiting,1784003714,199.356900,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_receiving,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
http_req_failed,1784003714,0.000000,,,,true,,GET,https://airportgap.com/api/airports/JFK,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports/JFK,,
checks,1784003714,1.000000,JFK status 200,,,,,,,,default,,,,,,,
vus,1784003715,10.000000,,,,,,,,,,,,,,,,
vus_max,1784003715,10.000000,,,,,,,,,,,,,,,,
data_sent,1784003715,1878.000000,,,,,,,,,default,,,,,,,
data_received,1784003715,13194.000000,,,,,,,,,default,,,,,,,
iteration_duration,1784003715,2014.107200,,,,,,,,,default,,,,,,,
iterations,1784003715,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1784003715,1.000000,,,,true,,GET,https://airportgap.com/api/airports,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports,,
http_req_duration,1784003715,136.397400,,,,true,,GET,https://airportgap.com/api/airports,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports,,
http_req_blocked,1784003715,0.000000,,,,true,,GET,https://airportgap.com/api/airports,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports,,
http_req_connecting,1784003715,0.000000,,,,true,,GET,https://airportgap.com/api/airports,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports,,
http_req_tls_handshaking,1784003715,0.000000,,,,true,,GET,https://airportgap.com/api/airports,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports,,
http_req_sending,1784003715,0.000000,,,,true,,GET,https://airportgap.com/api/airports,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports,,
http_req_waiting,1784003715,136.397400,,,,true,,GET,https://airportgap.com/api/airports,HTTP/2.0,default,,200,,tls1.3,https://airportgap.com/api/airports,,
